aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Columbia University,,United States,0,Columbia University,476,34,340,private,98.3,21,44.3,316,76.7,140,75.2,340,62.8,54,71.2,36,,"26,586",37%,6.0,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/columbia-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,35,350,public,93.8,50,100.0,1,63.5,234,74.7,350,70.5,42,60.1,50,46 : 54,"31,687",20%,12.9,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-san-diego
Seoul National University,,South Korea,0,Seoul National University,588,36,360,master_account,63.8,301,84.0,72,26.9,670,73.9,360,86.4,24,80.7,20,,"26,066",12%,12.3,"General Engineering,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/seoul-national-university
Zhejiang University ZJU Zhejiang University China research,,China,11,Zhejiang University,815,=37,370,master_account,54.3,396,100.0,13,43.8,430,73.0,370,84.2,26,81.8,19,21 : 79,"36,031",18%,10.9,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/zhejiang-university
Johns Hopkins University,,United States,0,Johns Hopkins University,478,=37,380,private,85.6,98,56.5,189,64.1,228,72.9,380,73.8,37,65.3,41,52 : 48,"16,146",25%,4.6,"Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/johns-hopkins-university
The University of Tokyo,,Japan,0,The University of Tokyo,494,=37,390,master_account,50.3,436,63.8,154,35.5,537,72.9,390,90.2,17,87.4,12,,"25,828",11%,7.6,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-tokyo
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,40,400,master_account,73.8,201,44.4,312,99.0,5,70.9,400,69.8,43,66.7,40,54 : 46,"18,122",43%,18.1,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-hong-kong
UCL ucl UCL,,United Kingdom,0,UCL,481,41,410,master_account,79.5,139,38.6,426,96.2,19,70.8,410,65.3,51,67.4,39,57 : 43,"31,696",51%,10.6,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/ucl
University of Science and Technology of China,,China,0,University of Science and Technology of China,656,42,420,master_account,89.1,76,96.9,39,29.6,622,69.3,420,60.6,60,65.2,42,,"16,152",4%,8.4,"Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-science-and-technology-china
Shanghai Jiao Tong University SJTU,,China,6,Shanghai Jiao Tong University,801,43,430,master_account,54.4,393,88.4,59,48.3,364,69.2,430,80.2,34,73.8,33,41 : 59,"40,711",9%,11.0,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/shanghai-jiao-tong-university
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,44,440,public,90.5,71,42.8,333,54.4,309,69.0,440,65.2,52,61.3,47,,"39,193",12%,10.5,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-wisconsin-madison
KU Leuven,,Belgium,11,KU Leuven,531,45,450,master_account,83.6,109,98.8,29,63.5,236,68.7,450,66.9,46,53.0,69,49 : 51,"44,719",15%,36.5,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/ku-leuven
Kyoto University,,Japan,0,Kyoto University,516,46,460,master_account,48.9,447,77.4,90,29.7,620,68.0,460,82.7,30,78.8,26,24 : 76,"22,420",8%,8.8,"Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/kyoto-university
Duke University,,United States,0,Duke University,487,=47,470,private,92.0,62,81.1,81,69.9,188,67.2,470,53.4,75,55.3,62,48 : 52,"15,037",18%,4.4,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/duke-university
University of Southern California,,United States,0,University of Southern California,519,=47,480,private,94.0,49,33.2,626,74.4,152,67.2,480,59.3,64,54.4,64,53 : 47,"35,510",25%,11.6,"Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/university-southern-california
Fudan University,,China,0,Fudan University,700,49,490,master_account,94.8,43,45.5,295,33.5,565,67.0,490,59.5,62,61.1,48,51 : 49,"34,393",11%,12.2,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/fudan-university
Sungkyunkwan University (SKKU),,South Korea,6,Sungkyunkwan University (SKKU),805,50,500,master_account,86.0,96,95.6,43,35.7,535,66.8,500,61.7,59,57.4,56,42 : 58,"23,359",14%,19.5,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/sungkyunkwan-university-skku
Rice University,,United States,0,Rice University,536,51,510,private,99.9,5,62.9,157,79.5,123,66.5,510,47.7,96,52.1,74,42 : 58,"6,554",28%,8.9,"Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/rice-university
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,52,520,public,86.4,93,59.8,170,53.7,315,65.5,520,60.2,61,55.5,61,46 : 54,"45,704",15%,15.0,"Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/penn-state-main-campus
KTH Royal Institute of Technology,,Sweden,0,KTH Royal Institute of Technology,651,53,530,master_account,74.3,191,44.2,318,79.7,122,65.4,530,65.9,48,56.7,57,33 : 67,"12,486",18%,15.4,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/kth-royal-institute-technology
Karlsruhe Institute of Technology,,Germany,0,Karlsruhe Institute of Technology,660,54,540,master_account,78.4,146,65.0,140,65.7,218,65.3,540,65.7,49,52.7,72,28 : 72,"26,593",20%,25.8,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Chemical Engineering",/world-university-rankings/karlsruhe-institute-technology
McGill University,,Canada,0,McGill University,492,55,550,master_account,74.3,192,29.9,875,84.0,98,65.1,550,63.3,53,59.7,51,58 : 42,"31,060",28%,13.0,"Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/mcgill-university
University of Manchester,,United Kingdom,0,University of Manchester,512,56,560,master_account,77.3,159,46.7,275,90.5,60,64.9,560,61.9,58,53.0,70,53 : 47,"36,530",39%,14.5,"Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-manchester
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,=57,570,master_account,89.9,74,32.7,648,94.8,29,64.8,570,55.3,71,49.2,86,60 : 40,"28,153",41%,12.7,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-edinburgh
University of Washington,,United States,0,University of Washington,489,=57,580,public,95.8,40,39.9,392,71.0,179,64.8,580,52.0,83,51.9,76,53 : 47,"45,476",16%,11.3,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-washington
Tokyo Institute of Technology,,Japan,6,Tokyo Institute of Technology,572,59,590,master_account,45.0,490,62.5,159,36.6,527,64.4,590,76.6,35,77.3,31,14 : 86,"9,612",14%,7.5,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/tokyo-institute-technology
Technical University of Berlin,,Germany,0,Technical University of Berlin,1022,60,600,master_account,73.4,205,85.5,66,54.0,312,64.3,600,65.3,50,54.0,66,34 : 66,"22,472",22%,64.4,"Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/technical-university-berlin
City University of Hong Kong CityU HK,,Hong Kong,11,City University of Hong Kong,657,=61,610,master_account,94.2,47,69.1,118,99.8,2,64.1,610,47.9,94,42.8,107,57 : 43,"9,928",41%,11.2,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/city-university-hong-kong
Texas A&M University,,United States,11,Texas A&M University,629,=61,620,public,70.8,234,46.8,274,61.9,249,64.1,620,69.7,44,55.9,59,48 : 52,"58,567",9%,25.8,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,General Engineering",/world-university-rankings/texas-am-university
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,63,630,master_account,86.2,94,40.3,379,97.6,12,63.4,630,52.5,79,48.8,89,,"17,883",33%,18.4,"Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/chinese-university-hong-kong
Monash University,,Australia,0,Monash University,581,=63,640,master_account,85.4,99,84.2,70,96.1,20,63.4,640,52.3,81,42.8,108,57 : 43,"49,728",35%,34.6,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/monash-university
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,=63,650,public,77.0,163,87.9,61,67.7,204,63.4,650,54.7,74,54.4,63,49 : 51,"53,540",12%,12.8,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/ohio-state-university-main-campus
University of British Columbia ubc,,Canada,11,University of British Columbia,486,65,660,master_account,81.7,126,48.0,258,90.1,64,62.8,660,52.7,77,51.1,79,54 : 46,"53,566",30%,18.6,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-british-columbia
Technical University of Denmark,,Denmark,0,Technical University of Denmark,643,66,670,master_account,71.1,231,49.3,246,86.5,81,62.7,670,62.6,55,51.2,78,30 : 70,"9,116",25%,6.5,"General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/technical-university-denmark
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,68,680,master_account,85.3,100,78.1,88,32.6,573,62.0,680,57.7,67,49.6,82,24 : 76,"3,238",4%,10.7,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/pohang-university-science-and-technology-postech
Eindhoven University of Technology,,Netherlands,6,Eindhoven University of Technology,579,69,690,master_account,74.9,181,100.0,3,71.0,177,61.6,690,56.0,70,46.3,96,25 : 75,"8,443",19%,19.7,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/eindhoven-university-technology
Hong Kong Polytechnic University PolyU Poly U HK PolyU,,Hong Kong,11,Hong Kong Polytechnic University,723,70,700,master_account,75.5,176,44.5,309,92.8,44,61.4,700,56.6,68,48.3,92,52 : 48,"21,977",25%,27.8,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Civil Engineering",/world-university-rankings/hong-kong-polytechnic-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,70,710,master_account,78.0,151,68.7,119,93.5,40,61.4,710,48.6,90,49.9,81,56 : 44,"45,030",42%,26.6,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-melbourne
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,71,720,master_account,77.2,160,44.7,308,94.1,33,61.0,720,52.6,78,49.0,88,47 : 53,"41,358",36%,30.5,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/unsw-sydney
Paris Sciences et Lettres – PSL Research University Paris,,France,0,Paris Sciences et Lettres – PSL Research University Paris,615804,=72,730,master_account,67.4,268,76.7,93,74.0,156,60.8,730,49.9,86,59.7,52,44 : 56,"20,722",26%,11.3,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris
Virginia Polytechnic Institute and State University virginia tech virginia,,United States,11,Virginia Polytechnic Institute and State University,737,=72,740,public,75.9,171,57.3,183,59.1,270,60.8,740,59.4,63,49.3,85,43 : 57,"32,296",14%,18.5,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/virginia-polytechnic-institute-and-state-university
Tohoku University,,Japan,6,Tohoku University,584,74,750,master_account,46.6,474,67.4,128,40.5,483,60.7,750,70.9,41,67.5,38,26 : 74,"17,687",11%,5.5,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/tohoku-university
University of Southampton,,United Kingdom,0,University of Southampton,593,75,760,master_account,74.7,185,42.6,336,93.4,41,60.1,760,49.6,88,51.8,77,52 : 48,"24,078",36%,13.9,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/university-southampton
Australian National University anu,,Australia,0,Australian National University,502,=76,770,master_account,84.3,105,34.9,541,98.3,6,60.0,770,46.6,103,45.9,98,52 : 48,"16,840",39%,18.5,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/australian-national-university
"University of California, Davis",,United States,0,"University of California, Davis",503,=76,780,public,69.8,243,46.0,284,72.5,165,60.0,780,56.5,69,53.9,67,57 : 43,"37,847",13%,13.5,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-california-davis
New York University,,United States,0,New York University,508,79,790,private,99.4,11,78.9,85,76.5,141,59.5,790,43.8,111,31.2,183,56 : 44,"44,433",32%,8.9,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering",/world-university-rankings/new-york-university
Brown University,,United States,0,Brown University,513,80,800,private,97.1,29,33.2,622,72.7,163,59.4,800,37.5,135,47.7,94,,"9,082",21%,10.7,"Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/brown-university
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,81,810,public,88.4,80,40.4,378,45.8,394,59.2,810,52.0,82,46.2,97,47 : 53,"32,099",10%,16.2,"Chemical Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-maryland-college-park
Nanjing University,,China,0,Nanjing University,727,=82,820,master_account,86.0,95,75.6,95,48.1,366,59.0,820,45.7,108,47.4,95,48 : 52,"34,580",9%,15.6,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/nanjing-university
Chalmers University of Technology,,Sweden,0,Chalmers University of Technology,695,=82,830,master_account,75.5,174,50.1,235,61.8,251,58.9,830,48.8,89,54.3,65,32 : 68,"9,257",17%,12.4,"Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/chalmers-university-technology
École Polytechnique,,France,6,École Polytechnique,527,84,840,master_account,53.5,399,64.6,144,83.7,100,58.7,840,50.5,84,64.5,43,21 : 79,"2,908",36%,5.6,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/ecole-polytechnique
