aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,12,120,private,99.3,8,44.5,224,77.8,115,86.7,120,90.3,13,80.9,19,39 : 61,"12,676",45%,13.5,"General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/carnegie-mellon-university
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,13,130,public,99.5,7,39.2,287,71.6,155,85.5,130,82.8,25,86.5,12,52 : 48,"36,182",17%,13.1,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/university-california-berkeley
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,=14,140,master_account,93.9,34,68.4,85,97.7,7,85.0,140,84.6,21,76.7,26,28 : 72,"9,928",55%,11.2,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Civil Engineering",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,=14,150,public,89.5,52,67.5,91,60.2,226,85.0,150,91.7,12,83.3,15,46 : 54,"43,402",23%,22.8,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-illinois-urbana-champaign
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,16,160,master_account,95.4,25,99.7,16,96.6,9,84.8,160,77.0,31,77.4,24,48 : 52,"25,499",31%,16.3,"Chemical Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/nanyang-technological-university-singapore
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,17,170,public,90.0,48,49.7,175,69.7,167,84.6,170,90.0,14,83.7,14,48 : 52,"41,818",16%,8.6,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-michigan-ann-arbor
Delft University of Technology,,Netherlands,0,Delft University of Technology,568,=18,180,master_account,75.4,144,88.5,46,83.1,88,83.1,180,92.4,10,79.8,23,28 : 72,"17,057",27%,19.6,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Civil Engineering",/world-university-rankings/delft-university-technology
The Hong Kong University of Science and Technology hkust,,Hong Kong,11,The Hong Kong University of Science and Technology,526,=18,190,master_account,96.1,23,54.0,151,80.2,99,83.1,190,83.2,23,76.7,27,,"10,214",31%,23.1,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/hong-kong-university-science-and-technology
Cornell University,,United States,0,Cornell University,484,=20,200,private,91.0,43,34.8,356,69.4,170,80.6,200,80.8,28,81.4,18,49 : 51,"21,850",24%,9.8,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/cornell-university
Technical University of Munich,,Germany,0,Technical University of Munich,552,=20,210,master_account,87.2,64,99.8,15,64.2,193,80.6,210,83.2,24,72.7,31,34 : 66,"38,689",23%,54.4,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/technical-university-munich
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,22,220,master_account,64.4,242,99.0,24,29.8,427,80.4,220,97.8,2,87.3,10,32 : 68,"42,089",9%,13.7,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/tsinghua-university
Northwestern University,,United States,0,Northwestern University,490,23,230,private,96.4,22,43.2,238,76.0,124,79.0,230,80.3,30,68.6,39,48 : 52,"17,466",18%,12.8,"Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/northwestern-university
RWTH Aachen University,,Germany,0,RWTH Aachen University,632,24,240,master_account,72.1,180,100.0,6,48.6,289,78.2,240,88.5,16,77.2,25,32 : 68,"43,721",18%,57.7,"Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/rwth-aachen-university
Purdue University West Lafayette,,United States,0,Purdue University West Lafayette,562,25,250,public,69.5,201,55.8,138,73.4,141,77.7,250,86.9,19,80.6,20,42 : 58,"38,770",23%,17.4,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/purdue-university-west-lafayette
Columbia University,,United States,0,Columbia University,476,26,260,private,95.1,28,40.9,266,73.9,138,77.6,260,70.5,38,75.5,29,,"26,587",32%,6.1,"General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/columbia-university
Korea Advanced Institute of Science and Technology (KAIST),,South Korea,0,Korea Advanced Institute of Science and Technology (KAIST),558,27,270,master_account,77.8,117,99.5,20,31.8,415,77.1,270,81.2,27,79.9,22,20 : 80,"9,464",9%,10.6,"Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/korea-advanced-institute-science-and-technology-kaist
University of Texas at Austin,,United States,0,University of Texas at Austin,493,28,280,public,98.0,15,48.8,183,36.3,389,75.4,280,73.5,35,70.9,35,51 : 49,"48,561",10%,17.1,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/university-texas-austin
University of Toronto,,Canada,0,University of Toronto,483,29,290,master_account,85.6,70,37.0,317,85.1,76,74.9,290,70.1,40,73.7,30,,"69,427",17%,18.7,"Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-toronto
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,30,300,master_account,75.6,140,39.6,280,99.1,3,74.5,300,76.6,32,71.3,33,54 : 46,"18,364",42%,18.0,"Electrical & Electronic Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-hong-kong
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,31,310,public,98.9,11,99.6,18,78.7,112,74.4,310,65.6,46,55.4,59,52 : 48,"23,054",14%,28.1,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-california-santa-barbara
Seoul National University,,South Korea,0,Seoul National University,588,32,320,master_account,66.3,231,76.9,64,27.0,439,74.3,320,85.5,20,81.6,17,,"26,470",11%,12.6,"Electrical & Electronic Engineering,General Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/seoul-national-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,33,330,public,93.7,38,100.0,1,56.7,241,72.8,330,70.2,39,56.0,57,46 : 54,"29,633",17%,12.8,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Civil Engineering,General Engineering",/world-university-rankings/university-california-san-diego
Johns Hopkins University,,United States,0,Johns Hopkins University,478,34,340,private,84.3,76,43.9,230,65.9,185,72.1,340,71.3,37,68.0,40,52 : 48,"15,498",24%,4.3,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/johns-hopkins-university
The University of Tokyo,,Japan,0,The University of Tokyo,494,35,350,master_account,52.9,331,46.6,204,33.5,405,71.9,350,88.0,18,86.9,11,,"26,000",10%,6.7,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering",/world-university-rankings/university-tokyo
UCL ucl UCL,,United Kingdom,0,UCL,481,36,360,master_account,78.8,109,37.4,306,95.7,13,71.3,360,66.4,44,69.0,38,56 : 44,"30,304",49%,10.5,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/ucl
KU Leuven,,Belgium,11,KU Leuven,531,37,370,master_account,87.7,61,97.4,29,64.2,192,69.6,370,67.1,43,52.3,72,50 : 50,"44,412",15%,37.1,"General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/ku-leuven
KTH Royal Institute of Technology,,Sweden,0,KTH Royal Institute of Technology,651,38,380,master_account,76.7,126,42.8,240,77.6,116,68.7,380,70.0,41,62.1,46,33 : 67,"12,951",17%,16.0,"General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering",/world-university-rankings/kth-royal-institute-technology
University of Science and Technology of China,,China,0,University of Science and Technology of China,656,39,390,master_account,87.2,63,86.2,51,27.4,434,68.6,390,58.1,63,69.5,37,,"16,032",3%,8.2,"General Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-science-and-technology-china
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,40,400,public,84.2,77,41.3,258,55.3,250,68.2,400,64.5,48,65.0,42,51 : 49,"38,960",12%,10.7,"Electrical & Electronic Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/university-wisconsin-madison
Shanghai Jiao Tong University SJTU,,China,6,Shanghai Jiao Tong University,801,41,410,master_account,50.5,363,99.0,23,25.4,444,67.7,410,84.0,22,72.5,32,41 : 59,"37,288",6%,12.4,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/shanghai-jiao-tong-university
Kyoto University,,Japan,0,Kyoto University,516,42,420,master_account,48.2,378,67.6,89,27.1,438,67.2,420,81.8,26,80.0,21,24 : 76,"22,481",8%,8.7,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Civil Engineering",/world-university-rankings/kyoto-university
Technical University of Berlin,,Germany,0,Technical University of Berlin,1022,43,430,master_account,80.7,93,86.9,49,56.5,243,66.8,430,67.3,42,52.7,71,34 : 66,"22,390",20%,64.3,"General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/technical-university-berlin
University of Washington,,United States,0,University of Washington,489,44,440,public,93.8,37,45.7,212,70.0,166,66.5,440,57.6,64,52.9,68,52 : 48,"44,945",16%,11.4,"Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-washington
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,45,450,master_account,87.8,60,35.5,340,93.7,25,66.1,450,55.1,70,55.2,60,59 : 41,"26,759",40%,12.5,"Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-edinburgh
University of Manchester,,United Kingdom,0,University of Manchester,512,46,460,master_account,75.3,147,46.8,201,89.1,52,65.9,460,63.6,51,57.0,54,52 : 48,"35,318",38%,14.6,"General Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-manchester
Fudan University,,China,0,Fudan University,700,=47,470,master_account,92.8,40,45.8,209,32.2,413,65.4,470,54.8,71,62.6,44,51 : 49,"32,859",10%,12.1,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/fudan-university
Sungkyunkwan University (SKKU),,South Korea,6,Sungkyunkwan University (SKKU),805,=47,480,master_account,80.9,91,86.8,50,34.0,403,65.4,480,61.0,58,59.8,48,42 : 58,"24,055",12%,19.6,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Civil Engineering",/world-university-rankings/sungkyunkwan-university-skku
Rice University,,United States,0,Rice University,536,49,490,private,99.9,3,48.0,190,76.3,122,65.3,490,49.2,85,49.7,82,43 : 57,"6,441",28%,9.0,"General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/rice-university
Zhejiang University ZJU Zhejiang University China research,,China,11,Zhejiang University,815,50,500,master_account,51.3,352,79.6,60,22.0,461,65.1,500,80.4,29,70.8,36,22 : 78,"50,051",6%,14.1,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/zhejiang-university
Eindhoven University of Technology,,Netherlands,6,Eindhoven University of Technology,579,51,510,master_account,80.7,92,100.0,3,73.2,142,65.0,510,59.7,59,48.2,89,28 : 72,"7,637",17%,18.6,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/eindhoven-university-technology
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,=52,520,public,78.6,112,82.0,57,66.6,181,64.9,520,61.1,57,53.0,67,49 : 51,"53,190",13%,12.7,"Civil Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/ohio-state-university-main-campus
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,=52,530,master_account,80.4,97,88.1,48,34.5,402,64.9,530,62.7,53,56.8,55,22 : 78,"3,046",4%,10.4,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/pohang-university-science-and-technology-postech
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,54,540,public,82.8,83,59.3,124,51.6,268,64.8,540,63.9,50,53.5,65,46 : 54,"45,411",14%,15.2,"Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/penn-state-main-campus
Karlsruhe Institute of Technology,,Germany,0,Karlsruhe Institute of Technology,660,55,550,master_account,79.2,106,65.1,99,63.8,196,64.6,550,61.7,54,54.1,61,27 : 73,"25,824",18%,26.3,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/karlsruhe-institute-technology
Texas A&M University,,United States,11,Texas A&M University,629,56,560,public,67.3,221,35.7,338,62.2,210,64.2,560,72.4,36,58.5,52,48 : 52,"56,245",9%,23.6,"General Engineering,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/texas-am-university
Monash University,,Australia,11,Monash University,581,57,570,master_account,84.7,74,75.6,69,92.9,33,63.9,570,53.9,76,45.7,97,57 : 43,"46,846",28%,33.7,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/monash-university
Technical University of Denmark,,Denmark,0,Technical University of Denmark,643,58,580,master_account,72.7,173,45.7,210,86.7,67,63.8,580,63.5,52,53.1,66,29 : 71,"8,548",24%,6.0,"Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/technical-university-denmark
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,59,590,master_account,86.9,66,35.0,351,79.9,103,63.6,590,54.4,73,52.1,74,,"18,072",31%,17.3,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/chinese-university-hong-kong
City University of Hong Kong CityU HK,,Hong Kong,11,City University of Hong Kong,657,60,600,master_account,95.1,27,71.0,77,78.7,113,63.4,600,50.3,81,42.4,110,54 : 46,"9,240",35%,11.2,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/city-university-hong-kong
Tohoku University,,Japan,6,Tohoku University,584,61,610,master_account,48.3,377,60.9,115,40.2,354,63.2,610,74.8,34,71.2,34,26 : 74,"17,494",10%,5.5,"Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/tohoku-university
University of British Columbia ubc,,Canada,11,University of British Columbia,486,62,620,master_account,75.5,141,43.2,237,87.9,59,62.8,620,58.2,62,52.7,70,54 : 46,"51,889",29%,18.1,"Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-british-columbia
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,=63,630,master_account,76.5,128,55.9,136,93.0,32,62.4,630,49.8,83,55.7,58,55 : 45,"42,116",40%,26.6,"Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/university-melbourne
University of Southern California,,United States,0,University of Southern California,519,=63,640,private,97.2,20,33.3,393,73.7,140,62.4,640,47.7,90,47.3,92,53 : 47,"38,380",23%,12.8,"Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-southern-california
Tokyo Institute of Technology,,Japan,6,Tokyo Institute of Technology,572,65,650,master_account,41.8,422,54.3,149,34.9,397,62.2,650,75.2,33,75.9,28,14 : 86,"9,570",13%,7.3,"General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/tokyo-institute-technology
Australian National University anu,,Australia,0,Australian National University,502,66,660,master_account,87.0,65,54.9,144,97.7,6,61.9,660,48.0,89,45.0,100,52 : 48,"15,986",35%,19.3,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/australian-national-university
Hong Kong Polytechnic University PolyU Poly U HK PolyU,,Hong Kong,11,Hong Kong Polytechnic University,723,67,670,master_account,77.5,119,48.6,185,72.9,145,61.5,670,54.1,75,53.7,63,51 : 49,"21,773",25%,26.9,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/hong-kong-polytechnic-university
Brown University,,United States,0,Brown University,513,68,680,private,97.4,18,31.1,453,73.9,137,61.3,680,39.2,120,52.1,73,,"8,898",20%,10.7,"Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/brown-university
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,69,690,master_account,78.8,110,38.1,293,93.1,31,61.1,690,54.3,74,47.5,91,46 : 54,"40,133",34%,26.7,"Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/unsw-sydney
"University of California, Davis",,United States,0,"University of California, Davis",503,70,700,public,69.2,202,41.5,255,76.6,120,60.9,700,54.7,72,58.7,50,56 : 44,"37,365",10%,13.8,"Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-california-davis
McGill University,,Canada,0,McGill University,492,71,710,master_account,64.3,243,30.0,487,81.8,92,60.6,710,61.3,56,56.5,56,57 : 43,"30,940",26%,13.3,"General Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/mcgill-university
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,72,720,public,81.1,87,45.0,221,45.0,316,60.5,720,57.1,66,51.4,77,48 : 52,"31,772",10%,16.5,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-maryland-college-park
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,73,730,master_account,75.0,153,70.4,78,84.3,82,60.1,730,52.9,79,46.0,96,55 : 45,"38,968",26%,35.7,"General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/university-queensland
University of Minnesota,,United States,0,University of Minnesota,506,74,740,public,81.4,86,81.5,58,46.2,307,59.9,740,51.7,80,48.3,87,51 : 49,"60,949",11%,17.4,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-minnesota
University of Bristol,,United Kingdom,11,University of Bristol,530,75,750,master_account,82.0,84,54.2,150,86.2,70,59.5,750,48.5,86,44.2,102,53 : 47,"19,995",27%,13.7,"Civil Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-bristol
University of Sydney UniSyd,,Australia,11,University of Sydney,522,76,760,master_account,65.6,233,50.3,172,90.2,46,59.2,760,53.4,77,52.8,69,57 : 43,"44,553",32%,21.6,"Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-sydney
University of Stuttgart,,Germany,0,University of Stuttgart,1031,77,770,master_account,63.0,254,67.6,90,53.1,260,58.8,770,61.6,55,52.1,75,31 : 69,"26,059",18%,53.2,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/university-stuttgart
Virginia Polytechnic Institute and State University virginia tech virginia,,United States,11,Virginia Polytechnic Institute and State University,737,78,780,public,74.7,157,49.5,176,40.6,350,58.7,780,58.6,61,50.2,80,43 : 57,"30,975",11%,18.2,"Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/virginia-polytechnic-institute-and-state-university
Chalmers University of Technology,,Sweden,0,Chalmers University of Technology,695,79,790,master_account,75.0,151,47.5,192,72.0,153,57.8,790,50.0,82,48.2,88,31 : 69,"9,112",16%,11.4,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Civil Engineering",/world-university-rankings/chalmers-university-technology
Nanjing University,,China,0,Nanjing University,727,80,800,master_account,80.5,96,53.8,153,46.1,309,56.6,800,49.2,84,45.3,99,50 : 50,"33,456",10%,14.2,"General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/nanjing-university
National Taiwan University,,Taiwan,0,National Taiwan University,618,81,810,master_account,51.9,343,59.8,122,32.0,414,56.5,810,63.9,49,59.0,49,40 : 60,"31,758",8%,11.5,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering",/world-university-rankings/national-taiwan-university
École Polytechnique,,France,6,École Polytechnique,527,82,820,master_account,51.2,354,74.3,71,88.1,57,56.4,820,41.5,109,65.4,41,21 : 79,"2,799",36%,5.1,"Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/ecole-polytechnique
University of Waterloo,,Canada,11,University of Waterloo,689,83,830,master_account,80.0,100,41.0,265,75.6,126,56.1,830,38.8,124,49.1,84,46 : 54,"32,000",17%,26.1,"Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-waterloo
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,84,840,master_account,74.8,155,63.1,105,88.7,55,54.9,840,41.9,108,39.8,121,50 : 50,"24,581",36%,14.9,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-sheffield
